
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
16169.1,,Surface,1,Image 1,1,Class A,1114,
18315.1,,Surface,1,Image 1,1,Class A,1115,
17634.8,,Surface,1,Image 1,1,Class A,1116,
8456.58,,Surface,1,Image 1,1,Class A,1117,
9111.72,,Surface,1,Image 1,1,Class A,1118,
13252.4,,Surface,1,Image 1,1,Class A,1119,
11727.2,,Surface,1,Image 1,1,Class A,1120,
12649.2,,Surface,1,Image 1,1,Class A,1121,
16898.4,,Surface,1,Image 1,1,Class A,1122,
9468.15,,Surface,1,Image 1,1,Class A,1123,
11478.3,,Surface,1,Image 1,1,Class A,1124,
12714.2,,Surface,1,Image 1,1,Class A,1125,
17761.7,,Surface,1,Image 1,1,Class A,1126,
11980.5,,Surface,1,Image 1,1,Class A,1127,
14776.6,,Surface,1,Image 1,1,Class A,1128,
18878,,Surface,1,Image 1,1,Class A,1129,
11385,,Surface,1,Image 1,1,Class A,1130,
14639.5,,Surface,1,Image 1,1,Class A,1131,
17589.8,,Surface,1,Image 1,1,Class A,1132,
19871,,Surface,1,Image 1,1,Class A,1133,
15417.4,,Surface,1,Image 1,1,Class A,1134,
17157.6,,Surface,1,Image 1,1,Class A,1135,
18060.5,,Surface,1,Image 1,1,Class A,1136,
15550.3,,Surface,1,Image 1,1,Class A,1137,
13975.1,,Surface,1,Image 1,1,Class A,1138,
10673.5,,Surface,1,Image 1,1,Class A,1139,
17597.9,,Surface,1,Image 1,1,Class A,1140,
11612.7,,Surface,1,Image 1,1,Class A,1141,
12530.7,,Surface,1,Image 1,1,Class A,1142,
12989.4,,Surface,1,Image 1,1,Class A,1143,
10565.6,,Surface,1,Image 1,1,Class A,1144,
11387,,Surface,1,Image 1,1,Class A,1145,
9934.98,,Surface,1,Image 1,1,Class A,1146,
9715.49,,Surface,1,Image 1,1,Class A,1147,
12912.7,,Surface,1,Image 1,1,Class A,1148,
12242.2,,Surface,1,Image 1,1,Class A,1149,
10579.3,,Surface,1,Image 1,1,Class A,1150,
12596.2,,Surface,1,Image 1,1,Class A,1151,
13037.8,,Surface,1,Image 1,1,Class A,1152,
16699.1,,Surface,1,Image 1,1,Class A,1153,
14205.1,,Surface,1,Image 1,1,Class A,1154,
9225.1,,Surface,1,Image 1,1,Class A,1155,
11093.5,,Surface,1,Image 1,1,Class A,1156,
19695.4,,Surface,1,Image 1,1,Class A,1157,
15101.5,,Surface,1,Image 1,1,Class A,1158,
11503.4,,Surface,1,Image 1,1,Class A,1159,
11400.6,,Surface,1,Image 1,1,Class A,1160,
18585,,Surface,1,Image 1,1,Class A,1161,
10880.3,,Surface,1,Image 1,1,Class A,1162,
13873.8,,Surface,1,Image 1,1,Class A,1163,
10394.4,,Surface,1,Image 1,1,Class A,1164,
15759,,Surface,1,Image 1,1,Class A,1165,
11042.2,,Surface,1,Image 1,1,Class A,1166,
11500.2,,Surface,1,Image 1,1,Class A,1167,
16851.5,,Surface,1,Image 1,1,Class A,1168,
11188,,Surface,1,Image 1,1,Class A,1169,
13221.8,,Surface,1,Image 1,1,Class A,1170,
14200.9,,Surface,1,Image 1,1,Class A,1171,
15783.9,,Surface,1,Image 1,1,Class A,1172,
8242.7,,Surface,1,Image 1,1,Class A,1173,
14539.5,,Surface,1,Image 1,1,Class A,1174,
10976.4,,Surface,1,Image 1,1,Class A,1175,
11813.8,,Surface,1,Image 1,1,Class A,1176,
12671,,Surface,1,Image 1,1,Class A,1177,
11611.3,,Surface,1,Image 1,1,Class A,1178,
12771.9,,Surface,1,Image 1,1,Class A,1179,
14700.2,,Surface,1,Image 1,1,Class A,1180,
12608.3,,Surface,1,Image 1,1,Class A,1181,
11633.9,,Surface,1,Image 1,1,Class A,1182,
13932.4,,Surface,1,Image 1,1,Class A,1183,
14273.2,,Surface,1,Image 1,1,Class A,1184,
13640.5,,Surface,1,Image 1,1,Class A,1185,
10554.8,,Surface,1,Image 1,1,Class A,1186,
9072.71,,Surface,1,Image 1,1,Class A,1187,
11510.9,,Surface,1,Image 1,1,Class A,1188,
15481,,Surface,1,Image 1,1,Class A,1189,
13878.5,,Surface,1,Image 1,1,Class A,1190,
12106.4,,Surface,1,Image 1,1,Class A,1191,
12520.2,,Surface,1,Image 1,1,Class A,1192,
11960.8,,Surface,1,Image 1,1,Class A,1193,
13171.4,,Surface,1,Image 1,1,Class A,1194,
12904.4,,Surface,1,Image 1,1,Class A,1195,
13741.9,,Surface,1,Image 1,1,Class A,1196,
10143.8,,Surface,1,Image 1,1,Class A,1197,
16336.8,,Surface,1,Image 1,1,Class A,1198,
15202.4,,Surface,1,Image 1,1,Class A,1199,
13600.9,,Surface,1,Image 1,1,Class A,1200,
11467.1,,Surface,1,Image 1,1,Class A,1201,
11333.9,,Surface,1,Image 1,1,Class A,1202,
15416.3,,Surface,1,Image 1,1,Class A,1203,
16200.5,,Surface,1,Image 1,1,Class A,1204,
11056.3,,Surface,1,Image 1,1,Class A,1205,
11142,,Surface,1,Image 1,1,Class A,1206,
14908.1,,Surface,1,Image 1,1,Class A,1207,
10013.2,,Surface,1,Image 1,1,Class A,1208,
11893.3,,Surface,1,Image 1,1,Class A,1209,
14558.2,,Surface,1,Image 1,1,Class A,1210,
11583.9,,Surface,1,Image 1,1,Class A,1211,
13865.5,,Surface,1,Image 1,1,Class A,1212,
11609.2,,Surface,1,Image 1,1,Class A,1213,
15716,,Surface,1,Image 1,1,Class A,1214,
11938,,Surface,1,Image 1,1,Class A,1215,
17481.3,,Surface,1,Image 1,1,Class A,1216,
13232.7,,Surface,1,Image 1,1,Class A,1217,
13571.1,,Surface,1,Image 1,1,Class A,1218,
9542.52,,Surface,1,Image 1,1,Class A,1219,
9717.75,,Surface,1,Image 1,1,Class A,1220,
14062.5,,Surface,1,Image 1,1,Class A,1221,
9386.11,,Surface,1,Image 1,1,Class A,1222,
11620.2,,Surface,1,Image 1,1,Class A,1223,
13642.6,,Surface,1,Image 1,1,Class A,1224,
14031.1,,Surface,1,Image 1,1,Class A,1225,
14090.6,,Surface,1,Image 1,1,Class A,1226,
14522.2,,Surface,1,Image 1,1,Class A,1227,
11055.4,,Surface,1,Image 1,1,Class A,1228,
12231.2,,Surface,1,Image 1,1,Class A,1229,
8715.81,,Surface,1,Image 1,1,Class A,1230,
18076.4,,Surface,1,Image 1,1,Class A,1231,
14914.4,,Surface,1,Image 1,1,Class A,1232,
8258.35,,Surface,1,Image 1,1,Class A,1233,
10152.5,,Surface,1,Image 1,1,Class A,1234,
16173.9,,Surface,1,Image 1,1,Class A,1235,
13500.1,,Surface,1,Image 1,1,Class A,1236,
13609.7,,Surface,1,Image 1,1,Class A,1237,
18402,,Surface,1,Image 1,1,Class A,1238,
15981.2,,Surface,1,Image 1,1,Class A,1239,
12478.9,,Surface,1,Image 1,1,Class A,1240,
17584.2,,Surface,1,Image 1,1,Class A,1241,
17108.7,,Surface,1,Image 1,1,Class A,1242,
11924,,Surface,1,Image 1,1,Class A,1243,
13959.8,,Surface,1,Image 1,1,Class A,1244,
9579.69,,Surface,1,Image 1,1,Class A,1245,
18782.4,,Surface,1,Image 1,1,Class A,1246,
16652.4,,Surface,1,Image 1,1,Class A,1247,
14187,,Surface,1,Image 1,1,Class A,1248,
14879,,Surface,1,Image 1,1,Class A,1249,
19592.6,,Surface,1,Image 1,1,Class A,1250,
13081.5,,Surface,1,Image 1,1,Class A,1251,
13833,,Surface,1,Image 1,1,Class A,1252,
11111.4,,Surface,1,Image 1,1,Class A,1253,
17728.6,,Surface,1,Image 1,1,Class A,1254,
12234.6,,Surface,1,Image 1,1,Class A,1255,
9993.06,,Surface,1,Image 1,1,Class A,1256,
11185.2,,Surface,1,Image 1,1,Class A,1257,
14079.5,,Surface,1,Image 1,1,Class A,1258,
9686.65,,Surface,1,Image 1,1,Class A,1259,
16424.2,,Surface,1,Image 1,1,Class B,1260,
15372.6,,Surface,1,Image 1,1,Class A,1261,
11537.7,,Surface,1,Image 1,1,Class A,1262,
12859.2,,Surface,1,Image 1,1,Class A,1263,
10916.9,,Surface,1,Image 1,1,Class A,1264,
19505.8,,Surface,1,Image 1,1,Class A,1265,
11851.5,,Surface,1,Image 1,1,Class A,1266,
13257.4,,Surface,1,Image 1,1,Class A,1267,
10823.3,,Surface,1,Image 1,1,Class A,1268,
9316.17,,Surface,1,Image 1,1,Class A,1269,
11198.3,,Surface,1,Image 1,1,Class A,1270,
17659.6,,Surface,1,Image 1,1,Class A,1271,
11771.4,,Surface,1,Image 1,1,Class A,1272,
13585.4,,Surface,1,Image 1,1,Class A,1273,
15021.7,,Surface,1,Image 1,1,Class A,1274,
11832.7,,Surface,1,Image 1,1,Class A,1275,
9170.43,,Surface,1,Image 1,1,Class A,1276,
11822.7,,Surface,1,Image 1,1,Class A,1277,
9739.82,,Surface,1,Image 1,1,Class A,1278,
11675.1,,Surface,1,Image 1,1,Class A,1279,
14237.7,,Surface,1,Image 1,1,Class A,1280,
10258.3,,Surface,1,Image 1,1,Class A,1281,
10306.3,,Surface,1,Image 1,1,Class A,1282,
10299.3,,Surface,1,Image 1,1,Class A,1283,
10518.3,,Surface,1,Image 1,1,Class A,1284,
17216.9,,Surface,1,Image 1,1,Class A,1285,
15966.2,,Surface,1,Image 1,1,Class A,1286,
16723.9,,Surface,1,Image 1,1,Class A,1287,
11412.9,,Surface,1,Image 1,1,Class A,1288,
14095.5,,Surface,1,Image 1,1,Class A,1289,
15193.6,,Surface,1,Image 1,1,Class A,1290,
15153.1,,Surface,1,Image 1,1,Class A,1291,
13914.9,,Surface,1,Image 1,1,Class A,1292,
14673.9,,Surface,1,Image 1,1,Class A,1293,
13539.6,,Surface,1,Image 1,1,Class A,1294,
14808.7,,Surface,1,Image 1,1,Class A,1295,
9708.48,,Surface,1,Image 1,1,Class A,1296,
12557.8,,Surface,1,Image 1,1,Class A,1297,
13643.9,,Surface,1,Image 1,1,Class A,1298,
15643.5,,Surface,1,Image 1,1,Class A,1299,
19288.1,,Surface,1,Image 1,1,Class A,1300,
8731.67,,Surface,1,Image 1,1,Class A,1301,
16526.9,,Surface,1,Image 1,1,Class A,1302,
13742,,Surface,1,Image 1,1,Class A,1303,
11751.6,,Surface,1,Image 1,1,Class A,1304,
23463.5,,Surface,1,Image 1,1,Class A,1305,
13967.1,,Surface,1,Image 1,1,Class A,1306,
15226.1,,Surface,1,Image 1,1,Class A,1307,
16403.8,,Surface,1,Image 1,1,Class A,1308,
13992.7,,Surface,1,Image 1,1,Class A,1309,
12732.1,,Surface,1,Image 1,1,Class A,1310,
13147.1,,Surface,1,Image 1,1,Class A,1311,
18309.5,,Surface,1,Image 1,1,Class A,1312,
10588.6,,Surface,1,Image 1,1,Class A,1313,
12227.8,,Surface,1,Image 1,1,Class A,1314,
19859,,Surface,1,Image 1,1,Class A,1315,
8353.5,,Surface,1,Image 1,1,Class A,1316,
12042.4,,Surface,1,Image 1,1,Class A,1317,
16220.3,,Surface,1,Image 1,1,Class A,1318,
12295.9,,Surface,1,Image 1,1,Class A,1319,
12842.8,,Surface,1,Image 1,1,Class A,1320,
17201,,Surface,1,Image 1,1,Class A,1321,
26428,,Surface,1,Image 1,1,Class A,1322,
15639.7,,Surface,1,Image 1,1,Class A,1323,
14689,,Surface,1,Image 1,1,Class A,1324,
19839.9,,Surface,1,Image 1,1,Class A,1325,
17203.3,,Surface,1,Image 1,1,Class B,1326,
16618.1,,Surface,1,Image 1,1,Class A,1327,
14567.9,,Surface,1,Image 1,1,Class A,1328,
11146.6,,Surface,1,Image 1,1,Class A,1329,
12097.3,,Surface,1,Image 1,1,Class A,1330,
18228,,Surface,1,Image 1,1,Class A,1331,
13924.5,,Surface,1,Image 1,1,Class A,1332,
18321.5,,Surface,1,Image 1,1,Class A,1333,
14812.8,,Surface,1,Image 1,1,Class A,1334,
15821.9,,Surface,1,Image 1,1,Class A,1335,
13803.7,,Surface,1,Image 1,1,Class A,1336,
15266.6,,Surface,1,Image 1,1,Class A,1337,
12759.4,,Surface,1,Image 1,1,Class A,1338,
16762.1,,Surface,1,Image 1,1,Class A,1339,
14269.3,,Surface,1,Image 1,1,Class A,1340,
11128.8,,Surface,1,Image 1,1,Class A,1341,
12105.1,,Surface,1,Image 1,1,Class A,1342,
16404.7,,Surface,1,Image 1,1,Class A,1343,
13343.7,,Surface,1,Image 1,1,Class A,1344,
17855,,Surface,1,Image 1,1,Class A,1345,
11949.3,,Surface,1,Image 1,1,Class A,1346,
15113.1,,Surface,1,Image 1,1,Class A,1347,
14370,,Surface,1,Image 1,1,Class A,1348,
14681.6,,Surface,1,Image 1,1,Class A,1349,
18600.5,,Surface,1,Image 1,1,Class A,1350,
13676.8,,Surface,1,Image 1,1,Class A,1351,
13473.2,,Surface,1,Image 1,1,Class A,1352,
8671.63,,Surface,1,Image 1,1,Class A,1354,
13459.7,,Surface,1,Image 1,1,Class A,1355,
14481.9,,Surface,1,Image 1,1,Class A,1356,
14023.7,,Surface,1,Image 1,1,Class A,1357,
16149,,Surface,1,Image 1,1,Class A,1358,
17373.8,,Surface,1,Image 1,1,Class A,1359,
13789.5,,Surface,1,Image 1,1,Class A,1360,
16602.3,,Surface,1,Image 1,1,Class A,1361,
16081.4,,Surface,1,Image 1,1,Class B,1362,
13761.6,,Surface,1,Image 1,1,Class A,1363,
12294.3,,Surface,1,Image 1,1,Class A,1365,
18801.6,,Surface,1,Image 1,1,Class A,1366,
11239.3,,Surface,1,Image 1,1,Class A,1367,
13910.4,,Surface,1,Image 1,1,Class A,1368,
15883.8,,Surface,1,Image 1,1,Class A,1369,
13997.2,,Surface,1,Image 1,1,Class A,1370,
11231.9,,Surface,1,Image 1,1,Class A,1371,
14837.2,,Surface,1,Image 1,1,Class A,1372,
8171.77,,Surface,1,Image 1,1,Class A,1373,
12423.9,,Surface,1,Image 1,1,Class A,1374,
9518.5,,Surface,1,Image 1,1,Class A,1376,
9481.38,,Surface,1,Image 1,1,Class A,1378,
8839.58,,Surface,1,Image 1,1,Class A,1379,
18035.8,,Surface,1,Image 1,1,Class B,1380,
11620.7,,Surface,1,Image 1,1,Class A,1381,
12062.5,,Surface,1,Image 1,1,Class A,1382,
11228.8,,Surface,1,Image 1,1,Class A,1383,
13370.2,,Surface,1,Image 1,1,Class A,1384,
18087.5,,Surface,1,Image 1,1,Class A,1385,
16426.3,,Surface,1,Image 1,1,Class A,1386,
10840.5,,Surface,1,Image 1,1,Class A,1387,
9100.74,,Surface,1,Image 1,1,Class A,1388,
8269.64,,Surface,1,Image 1,1,Class A,1389,
15177.4,,Surface,1,Image 1,1,Class A,1390,
16785.3,,Surface,1,Image 1,1,Class A,1391,
18610.4,,Surface,1,Image 1,1,Class A,1392,
15710.3,,Surface,1,Image 1,1,Class A,1393,
12572.5,,Surface,1,Image 1,1,Class A,1394,
15536.7,,Surface,1,Image 1,1,Class A,1395,
15914.6,,Surface,1,Image 1,1,Class A,1396,
