
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,ID,
6388,,Surface,1,Image 1,1,Class A,300,
7848,,Surface,1,Image 1,1,Class A,301,
8232,,Surface,1,Image 1,1,Class A,302,
7095,,Surface,1,Image 1,1,Class A,305,
4367,,Surface,1,Image 1,1,Class A,312,
4175,,Surface,1,Image 1,1,Class A,313,
668,,Surface,1,Image 1,1,Class A,315,
4423,,Surface,1,Image 1,1,Class A,317,
4118,,Surface,1,Image 1,1,Class A,318,
7255,,Surface,1,Image 1,1,Class A,322,
7499,,Surface,1,Image 1,1,Class A,323,
3545,,Surface,1,Image 1,1,Class A,324,
4305,,Surface,1,Image 1,1,Class A,331,
6950,,Surface,1,Image 1,1,Class A,332,
8434,,Surface,1,Image 1,1,Class A,337,
7629,,Surface,1,Image 1,1,Class A,338,
2717,,Surface,1,Image 1,1,Class A,340,
6742,,Surface,1,Image 1,1,Class A,342,
3049,,Surface,1,Image 1,1,Class A,348,
7330,,Surface,1,Image 1,1,Class A,350,
10546,,Surface,1,Image 1,1,Class A,351,
3660,,Surface,1,Image 1,1,Class A,358,
390,,Surface,1,Image 1,1,Class A,361,
0,,Surface,1,Image 1,1,Class A,364,
5247,,Surface,1,Image 1,1,Class A,369,
5570,,Surface,1,Image 1,1,Class A,372,
5473,,Surface,1,Image 1,1,Class A,373,
6985,,Surface,1,Image 1,1,Class A,374,
2734,,Surface,1,Image 1,1,Class A,377,
7018,,Surface,1,Image 1,1,Class A,378,
6114,,Surface,1,Image 1,1,Class A,379,
5478,,Surface,1,Image 1,1,Class A,381,
9343,,Surface,1,Image 1,1,Class A,382,
4853,,Surface,1,Image 1,1,Class A,383,
5857,,Surface,1,Image 1,1,Class A,384,
7630,,Surface,1,Image 1,1,Class A,389,
7024,,Surface,1,Image 1,1,Class A,390,
7986,,Surface,1,Image 1,1,Class A,391,
10232,,Surface,1,Image 1,1,Class A,392,
7677,,Surface,1,Image 1,1,Class A,393,
7392,,Surface,1,Image 1,1,Class A,394,
10695,,Surface,1,Image 1,1,Class A,396,
4555,,Surface,1,Image 1,1,Class A,398,
4640,,Surface,1,Image 1,1,Class A,399,
0,,Surface,1,Image 1,1,Class A,400,
5729,,Surface,1,Image 1,1,Class A,401,
7521,,Surface,1,Image 1,1,Class A,404,
4151,,Surface,1,Image 1,1,Class A,406,
2627,,Surface,1,Image 1,1,Class A,408,
7129,,Surface,1,Image 1,1,Class A,410,
10134,,Surface,1,Image 1,1,Class A,411,
5856,,Surface,1,Image 1,1,Class A,412,
5541,,Surface,1,Image 1,1,Class A,415,
7537,,Surface,1,Image 1,1,Class A,416,
8606,,Surface,1,Image 1,1,Class A,417,
5337,,Surface,1,Image 1,1,Class A,418,
2050,,Surface,1,Image 1,1,Class A,419,
12098,,Surface,1,Image 1,1,Class A,420,
608,,Surface,1,Image 1,1,Class A,421,
6656,,Surface,1,Image 1,1,Class A,422,
4949,,Surface,1,Image 1,1,Class A,423,
8364,,Surface,1,Image 1,1,Class A,424,
6697,,Surface,1,Image 1,1,Class A,425,
13976,,Surface,1,Image 1,1,Class A,426,
5199,,Surface,1,Image 1,1,Class A,427,
6060,,Surface,1,Image 1,1,Class A,428,
13937,,Surface,1,Image 1,1,Class A,429,
2588,,Surface,1,Image 1,1,Class A,430,
10089,,Surface,1,Image 1,1,Class A,431,
3495,,Surface,1,Image 1,1,Class A,432,
7459,,Surface,1,Image 1,1,Class A,433,
3756,,Surface,1,Image 1,1,Class A,434,
787,,Surface,1,Image 1,1,Class A,435,
2971,,Surface,1,Image 1,1,Class A,436,
6096,,Surface,1,Image 1,1,Class A,437,
1162,,Surface,1,Image 1,1,Class A,438,
10328,,Surface,1,Image 1,1,Class A,439,
3100,,Surface,1,Image 1,1,Class A,440,
11304,,Surface,1,Image 1,1,Class A,441,
4482,,Surface,1,Image 1,1,Class A,442,
3705,,Surface,1,Image 1,1,Class A,443,
9867,,Surface,1,Image 1,1,Class A,448,
1321,,Surface,1,Image 1,1,Class A,449,
8167,,Surface,1,Image 1,1,Class A,451,
7787,,Surface,1,Image 1,1,Class A,452,
10831,,Surface,1,Image 1,1,Class A,453,
0,,Surface,1,Image 1,1,Class B,460,
