
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
23790,,Surface,1,Image 1,1,Class A,208,
12954,,Surface,1,Image 1,1,Class A,209,
28612,,Surface,1,Image 1,1,Class A,210,
28064,,Surface,1,Image 1,1,Class A,211,
18003,,Surface,1,Image 1,1,Class A,212,
17542,,Surface,1,Image 1,1,Class A,213,
11572,,Surface,1,Image 1,1,Class A,214,
18038,,Surface,1,Image 1,1,Class A,215,
17064,,Surface,1,Image 1,1,Class A,216,
14725,,Surface,1,Image 1,1,Class A,217,
14234,,Surface,1,Image 1,1,Class A,218,
27592,,Surface,1,Image 1,1,Class A,219,
17009,,Surface,1,Image 1,1,Class A,220,
32574,,Surface,1,Image 1,1,Class A,221,
21295,,Surface,1,Image 1,1,Class A,222,
21385,,Surface,1,Image 1,1,Class A,223,
19520,,Surface,1,Image 1,1,Class A,224,
20734,,Surface,1,Image 1,1,Class A,225,
19763,,Surface,1,Image 1,1,Class A,226,
29191,,Surface,1,Image 1,1,Class A,227,
9556,,Surface,1,Image 1,1,Class A,228,
24413,,Surface,1,Image 1,1,Class A,229,
16468,,Surface,1,Image 1,1,Class A,230,
18313,,Surface,1,Image 1,1,Class A,231,
8682,,Surface,1,Image 1,1,Class A,232,
18471,,Surface,1,Image 1,1,Class A,233,
16596,,Surface,1,Image 1,1,Class A,234,
15182,,Surface,1,Image 1,1,Class A,235,
43248,,Surface,1,Image 1,1,Class A,236,
13378,,Surface,1,Image 1,1,Class A,237,
24337,,Surface,1,Image 1,1,Class A,238,
17509,,Surface,1,Image 1,1,Class A,239,
39142,,Surface,1,Image 1,1,Class A,240,
27782,,Surface,1,Image 1,1,Class A,241,
28387,,Surface,1,Image 1,1,Class A,242,
17181,,Surface,1,Image 1,1,Class A,243,
30654,,Surface,1,Image 1,1,Class A,244,
14746,,Surface,1,Image 1,1,Class A,245,
13714,,Surface,1,Image 1,1,Class A,246,
15491,,Surface,1,Image 1,1,Class A,247,
16684,,Surface,1,Image 1,1,Class A,248,
19611,,Surface,1,Image 1,1,Class A,249,
22337,,Surface,1,Image 1,1,Class A,250,
15921,,Surface,1,Image 1,1,Class A,251,
17678,,Surface,1,Image 1,1,Class A,252,
34609,,Surface,1,Image 1,1,Class A,253,
21567,,Surface,1,Image 1,1,Class A,254,
29360,,Surface,1,Image 1,1,Class A,255,
14629,,Surface,1,Image 1,1,Class A,256,
12570,,Surface,1,Image 1,1,Class A,257,
21679,,Surface,1,Image 1,1,Class A,258,
14648,,Surface,1,Image 1,1,Class A,259,
34768,,Surface,1,Image 1,1,Class A,260,
19810,,Surface,1,Image 1,1,Class A,261,
14862,,Surface,1,Image 1,1,Class A,262,
25737,,Surface,1,Image 1,1,Class A,263,
33180,,Surface,1,Image 1,1,Class A,264,
38750,,Surface,1,Image 1,1,Class A,265,
23790,,Surface,1,Image 1,1,Class A,266,
15566,,Surface,1,Image 1,1,Class A,267,
18484,,Surface,1,Image 1,1,Class A,268,
42808,,Surface,1,Image 1,1,Class A,269,
27142,,Surface,1,Image 1,1,Class A,270,
13259,,Surface,1,Image 1,1,Class A,271,
27406,,Surface,1,Image 1,1,Class A,272,
10689,,Surface,1,Image 1,1,Class A,273,
23946,,Surface,1,Image 1,1,Class A,274,
18103,,Surface,1,Image 1,1,Class A,275,
26954,,Surface,1,Image 1,1,Class A,276,
14102,,Surface,1,Image 1,1,Class A,277,
11571,,Surface,1,Image 1,1,Class A,278,
42503,,Surface,1,Image 1,1,Class B,279,
35810,,Surface,1,Image 1,1,Class A,280,
45479,,Surface,1,Image 1,1,Class A,281,
38772,,Surface,1,Image 1,1,Class A,282,
39150,,Surface,1,Image 1,1,Class A,283,
12963,,Surface,1,Image 1,1,Class A,284,
53176,,Surface,1,Image 1,1,Class A,285,
10579,,Surface,1,Image 1,1,Class A,286,
9486,,Surface,1,Image 1,1,Class A,287,
50084,,Surface,1,Image 1,1,Class B,288,
9683,,Surface,1,Image 1,1,Class A,289,
9334,,Surface,1,Image 1,1,Class A,290,
17348,,Surface,1,Image 1,1,Class A,291,
